State,District,Year,Education_Index,Healthcare_Index,Food_Security_Index,Employment_Index
Karnataka,Bengaluru,2025,92.79,86.93,88.72,67.37
Karnataka,Bengaluru,2026,93.19,88.26,90.88,68.42
Karnataka,Mysuru,2010,75.02,57.9,53.56,42.17
Karnataka,Mysuru,2011,75.47,59.22,54.21,43.52
Karnataka,Mysuru,2012,75.92,60.54,54.87,44.86
Karnataka,Mysuru,2013,76.37,61.85,55.52,46.21
Karnataka,Mysuru,2014,76.82,63.17,57.38,47.56
Karnataka,Mysuru,2015,77.27,64.48,59.24,48.91
Karnataka,Mysuru,2016,77.84,65.8,61.09,50.25
Karnataka,Mysuru,2017,78.41,67.7,63.08,51.6
Karnataka,Mysuru,2018,78.98,69.6,65.07,52.92
Karnataka,Mysuru,2019,79.55,71.5,67.05,54.24
Karnataka,Mysuru,2020,80.12,73.4,69.04,50.73
Karnataka,Mysuru,2021,80.69,73.4,71.2,53.63
Karnataka,Mysuru,2022,81.26,74.77,73.36,58.2
Karnataka,Mysuru,2023,81.83,76.14,75.52,59.26
Karnataka,Mysuru,2024,82.4,77.5,77.68,60.31
Karnataka,Mysuru,2025,82.97,78.87,79.84,61.37
Karnataka,Mysuru,2026,83.54,80.24,82.0,62.42
Karnataka,Mangaluru,2010,88.34,67.23,68.28,42.57
Karnataka,Mangaluru,2011,88.62,68.76,68.73,43.92
Karnataka,Mangaluru,2012,88.9,70.29,69.18,45.26
Karnataka,Mangaluru,2013,89.18,71.82,69.63,46.61
Karnataka,Mangaluru,2014,89.46,73.34,71.27,47.96
Karnataka,Mangaluru,2015,89.74,74.87,72.92,49.31
Karnataka,Mangaluru,2016,90.14,76.4,74.57,50.65
Karnataka,Mangaluru,2017,90.54,78.25,76.31,52.0
Karnataka,Mangaluru,2018,90.94,80.1,78.04,53.32
Karnataka,Mangaluru,2019,91.34,81.95,79.78,54.64
Karnataka,Mangaluru,2020,91.74,83.8,81.52,51.13
Karnataka,Mangaluru,2021,92.14,83.8,83.68,54.03
Karnataka,Mangaluru,2022,92.54,85.13,85.84,58.6
Karnataka,Mangaluru,2023,92.94,86.46,88.0,59.66
Karnataka,Mangaluru,2024,93.34,87.8,90.16,60.71
Karnataka,Mangaluru,2025,93.74,89.13,92.32,61.77
Karnataka,Mangaluru,2026,94.14,90.46,94.48,62.82
Karnataka,Dharwad,2010,77.01,54.91,52.42,37.77
Karnataka,Dharwad,2011,77.46,56.16,53.09,39.12
Karnataka,Dharwad,2012,77.91,57.41,53.77,40.46
Karnataka,Dharwad,2013,78.36,58.66,54.44,41.81
Karnataka,Dharwad,2014,78.81,59.9,56.31,43.16
Karnataka,Dharwad,2015,79.26,61.15,58.18,44.51
Karnataka,Dharwad,2016,79.83,62.4,60.05,45.85
Karnataka,Dharwad,2017,80.4,64.4,62.06,47.2
Karnataka,Dharwad,2018,80.97,66.4,64.07,48.52
Karnataka,Dharwad,2019,81.54,68.4,66.07,49.84
Karnataka,Dharwad,2020,82.11,70.4,68.08,46.33
Karnataka,Dharwad,2021,82.68,70.4,70.24,49.23
Karnataka,Dharwad,2022,83.25,71.84,72.4,53.8
Karnataka,Dharwad,2023,83.82,73.28,74.56,54.86
Karnataka,Dharwad,2024,84.39,74.72,76.72,55.91
Karnataka,Dharwad,2025,84.96,76.16,78.88,56.97
Karnataka,Dharwad,2026,85.53,77.6,81.04,58.02
Karnataka,Belagavi,2010,70.37,51.74,45.63,37.77
Karnataka,Belagavi,2011,70.95,52.92,46.39,39.12
Karnataka,Belagavi,2012,71.53,54.1,47.16,40.46
Karnataka,Belagavi,2013,72.11,55.27,47.93,41.81
Karnataka,Belagavi,2014,72.69,56.45,49.9,43.16
Karnataka,Belagavi,2015,73.27,57.62,51.87,44.51
Karnataka,Belagavi,2016,73.97,58.8,53.83,45.85
Karnataka,Belagavi,2017,74.67,60.8,55.96,47.2
Karnataka,Belagavi,2018,75.37,62.8,58.08,48.52
Karnataka,Belagavi,2019,76.07,64.8,60.2,49.84
Karnataka,Belagavi,2020,76.77,66.8,62.32,46.33
Karnataka,Belagavi,2021,77.47,66.8,64.48,49.23
Karnataka,Belagavi,2022,78.17,68.24,66.64,53.8
Karnataka,Belagavi,2023,78.87,69.68,68.8,54.86
Karnataka,Belagavi,2024,79.57,71.12,70.96,55.91
Karnataka,Belagavi,2025,80.27,72.56,73.12,56.97
Karnataka,Belagavi,2026,80.97,74.0,75.28,58.02
Karnataka,Shivamogga,2010,80.17,56.85,57.8,37.77
Karnataka,Shivamogga,2011,80.62,58.14,58.4,39.12
Karnataka,Shivamogga,2012,81.07,59.43,59.0,40.46
Karnataka,Shivamogga,2013,81.52,60.72,59.59,41.81
Karnataka,Shivamogga,2014,81.97,62.02,61.39,43.16
Karnataka,Shivamogga,2015,82.42,63.31,63.18,44.51
Karnataka,Shivamogga,2016,82.99,64.6,64.98,45.85
Karnataka,Shivamogga,2017,83.56,66.55,66.89,47.2
Karnataka,Shivamogga,2018,84.13,68.5,68.81,48.52
Karnataka,Shivamogga,2019,84.7,70.45,70.72,49.84
Karnataka,Shivamogga,2020,85.27,72.4,72.64,46.33
Karnataka,Shivamogga,2021,85.84,72.4,74.8,49.23
Karnataka,Shivamogga,2022,86.41,73.8,76.96,53.8
Karnataka,Shivamogga,2023,86.98,75.21,79.12,54.86
Karnataka,Shivamogga,2024,87.55,76.61,81.28,55.91
Karnataka,Shivamogga,2025,88.12,78.02,83.44,56.97
Karnataka,Shivamogga,2026,88.69,79.42,85.6,58.02
Karnataka,Davanagere,2010,70.38,51.39,48.46,37.77
Karnataka,Davanagere,2011,70.96,52.56,49.19,39.12
Karnataka,Davanagere,2012,71.54,53.73,49.91,40.46
Karnataka,Davanagere,2013,72.12,54.9,50.64,41.81
Karnataka,Davanagere,2014,72.7,56.06,52.57,43.16
Karnataka,Davanagere,2015,73.28,57.23,54.5,44.51
Karnataka,Davanagere,2016,73.98,58.4,56.43,45.85
Karnataka,Davanagere,2017,74.68,60.4,58.5,47.2
Karnataka,Davanagere,2018,75.38,62.4,60.57,48.52
Karnataka,Davanagere,2019,76.08,64.4,62.65,49.84
Karnataka,Davanagere,2020,76.78,66.4,64.72,46.33
Karnataka,Davanagere,2021,77.48,66.4,66.88,49.23
Karnataka,Davanagere,2022,78.18,67.84,69.04,53.8
Karnataka,Davanagere,2023,78.88,69.28,71.2,54.86
Karnataka,Davanagere,2024,79.58,70.72,73.36,55.91
Karnataka,Davanagere,2025,80.28,72.16,75.52,56.97
Karnataka,Davanagere,2026,80.98,73.6,77.68,58.02
Karnataka,Tumkur,2010,72.51,52.98,51.57,37.77
Karnataka,Tumkur,2011,73.09,54.18,52.26,39.12
Karnataka,Tumkur,2012,73.67,55.38,52.94,40.46
Karnataka,Tumkur,2013,74.25,56.59,53.62,41.81
Karnataka,Tumkur,2014,74.83,57.79,55.51,43.16
Karnataka,Tumkur,2015,75.41,59.0,57.39,44.51
Karnataka,Tumkur,2016,76.11,60.2,59.28,45.85
Karnataka,Tumkur,2017,76.81,62.2,61.3,47.2
Karnataka,Tumkur,2018,77.51,64.2,63.32,48.52
Karnataka,Tumkur,2019,78.21,66.2,65.34,49.84
Karnataka,Tumkur,2020,78.91,68.2,67.36,46.33
Karnataka,Tumkur,2021,79.61,68.2,69.52,49.23
Karnataka,Tumkur,2022,80.31,69.64,71.68,53.8
Karnataka,Tumkur,2023,81.01,71.08,73.84,54.86
Karnataka,Tumkur,2024,81.71,72.52,76.0,55.91
Karnataka,Tumkur,2025,82.41,73.96,78.16,56.97
Karnataka,Tumkur,2026,83.11,75.4,80.32,58.02
Karnataka,Kalaburagi,2010,60.84,41.18,28.63,37.77
Karnataka,Kalaburagi,2011,61.52,42.12,29.64,39.12
Karnataka,Kalaburagi,2012,62.2,43.06,30.65,40.46
Karnataka,Kalaburagi,2013,62.88,43.99,31.66,41.81
Karnataka,Kalaburagi,2014,63.56,44.93,33.87,43.16
Karnataka,Kalaburagi,2015,64.24,45.86,36.07,44.51
Karnataka,Kalaburagi,2016,65.04,46.8,38.28,45.85
Karnataka,Kalaburagi,2017,65.84,48.8,40.69,47.2
Karnataka,Kalaburagi,2018,66.64,50.8,43.1,48.52
Karnataka,Kalaburagi,2019,67.44,52.8,45.51,49.84
Karnataka,Kalaburagi,2020,68.24,54.8,47.92,46.33
Karnataka,Kalaburagi,2021,69.04,54.8,50.08,49.23
Karnataka,Kalaburagi,2022,69.84,56.24,52.24,53.8
Karnataka,Kalaburagi,2023,70.64,57.68,54.4,54.86
Karnataka,Kalaburagi,2024,71.44,59.12,56.56,55.91
Karnataka,Kalaburagi,2025,72.24,60.56,58.72,56.97
Karnataka,Kalaburagi,2026,73.04,62.0,60.88,58.02
Karnataka,Vijayapura,2010,62.06,42.59,31.18,37.77
Karnataka,Vijayapura,2011,62.74,43.56,32.15,39.12
Karnataka,Vijayapura,2012,63.42,44.53,33.13,40.46
Karnataka,Vijayapura,2013,64.1,45.5,34.1,41.81
Karnataka,Vijayapura,2014,64.78,46.46,36.27,43.16
Karnataka,Vijayapura,2015,65.46,47.43,38.44,44.51
Karnataka,Vijayapura,2016,66.26,48.4,40.61,45.85
Karnataka,Vijayapura,2017,67.06,50.4,42.98,47.2
Karnataka,Vijayapura,2018,67.86,52.4,45.35,48.52
Karnataka,Vijayapura,2019,68.66,54.4,47.71,49.84
Karnataka,Vijayapura,2020,69.46,56.4,50.08,46.33
Karnataka,Vijayapura,2021,70.26,56.4,52.24,49.23
Karnataka,Vijayapura,2022,71.06,57.84,54.4,53.8
Karnataka,Vijayapura,2023,71.86,59.28,56.56,54.86
Karnataka,Vijayapura,2024,72.66,60.72,58.72,55.91
Karnataka,Vijayapura,2025,73.46,62.16,60.88,56.97
Karnataka,Vijayapura,2026,74.26,63.6,63.04,58.02
Karnataka,Raichur,2010,54.91,35.73,23.25,32.57
Karnataka,Raichur,2011,55.59,36.54,24.34,33.92
Karnataka,Raichur,2012,56.27,37.35,25.42,35.26
Karnataka,Raichur,2013,56.95,38.16,26.5,36.61
Karnataka,Raichur,2014,57.63,38.98,28.79,37.96
Karnataka,Raichur,2015,58.31,39.79,31.07,39.31
Karnataka,Raichur,2016,59.11,40.6,33.36,40.65
Karnataka,Raichur,2017,59.91,42.75,35.86,42.0
Karnataka,Raichur,2018,60.71,44.9,38.36,43.32
Karnataka,Raichur,2019,61.51,47.05,40.86,44.64
Karnataka,Raichur,2020,62.31,49.2,43.36,41.13
Karnataka,Raichur,2021,63.11,49.2,45.52,44.03
Karnataka,Raichur,2022,63.91,50.75,47.68,48.6
Karnataka,Raichur,2023,64.71,52.3,49.84,49.66
Karnataka,Raichur,2024,65.51,53.84,52.0,50.71
Karnataka,Raichur,2025,66.31,55.39,54.16,51.77
Karnataka,Raichur,2026,67.11,56.94,56.32,52.82
Karnataka,Yadgir,2010,50.73,32.38,19.57,32.17
Karnataka,Yadgir,2011,51.51,33.12,20.71,33.52
Karnataka,Yadgir,2012,52.29,33.86,21.84,34.86
Karnataka,Yadgir,2013,53.07,34.59,22.98,36.21
Karnataka,Yadgir,2014,53.85,35.33,25.32,37.56
Karnataka,Yadgir,2015,54.63,36.06,27.65,38.91
Karnataka,Yadgir,2016,55.53,36.8,29.99,40.25
Karnataka,Yadgir,2017,56.43,39.0,32.55,41.6
Karnataka,Yadgir,2018,57.33,41.2,35.11,42.92
Karnataka,Yadgir,2019,58.23,43.4,37.68,44.24
Karnataka,Yadgir,2020,59.13,45.6,40.24,40.73
Karnataka,Yadgir,2021,60.03,45.6,42.4,43.63
Karnataka,Yadgir,2022,60.93,47.18,44.56,48.2
Karnataka,Yadgir,2023,61.83,48.77,46.72,49.26
Karnataka,Yadgir,2024,62.73,50.35,48.88,50.31
Karnataka,Yadgir,2025,63.63,51.94,51.04,51.37
Karnataka,Yadgir,2026,64.53,53.52,53.2,52.42
Karnataka,Bidar,2010,63.4,44.35,35.71,37.77
Karnataka,Bidar,2011,64.08,45.36,36.62,39.12
Karnataka,Bidar,2012,64.76,46.37,37.53,40.46
Karnataka,Bidar,2013,65.44,47.38,38.44,41.81
Karnataka,Bidar,2014,66.12,48.38,40.55,43.16
Karnataka,Bidar,2015,66.8,49.39,42.65,44.51
Karnataka,Bidar,2016,67.6,50.4,44.76,45.85
Karnataka,Bidar,2017,68.4,52.5,47.05,47.2
Karnataka,Bidar,2018,69.2,54.6,49.34,48.52
Karnataka,Bidar,2019,70.0,56.7,51.63,49.84
Karnataka,Bidar,2020,70.8,58.8,53.92,46.33
Karnataka,Bidar,2021,71.6,58.8,56.08,49.23
Karnataka,Bidar,2022,72.4,60.31,58.24,53.8
Karnataka,Bidar,2023,73.2,61.82,60.4,54.86
Karnataka,Bidar,2024,74.0,63.34,62.56,55.91
Karnataka,Bidar,2025,74.8,64.85,64.72,56.97
Karnataka,Bidar,2026,75.6,66.36,66.88,58.02
Karnataka,Hassan,2010,75.67,55.26,58.09,37.77
Karnataka,Hassan,2011,76.12,56.52,58.68,39.12
Karnataka,Hassan,2012,76.57,57.78,59.27,40.46
Karnataka,Hassan,2013,77.02,59.03,59.86,41.81
Karnataka,Hassan,2014,77.47,60.29,61.65,43.16
Karnataka,Hassan,2015,77.92,61.54,63.45,44.51
Karnataka,Hassan,2016,78.49,62.8,65.24,45.85
Karnataka,Hassan,2017,79.06,64.75,67.15,47.2
Karnataka,Hassan,2018,79.63,66.7,69.06,48.52
Karnataka,Hassan,2019,80.2,68.65,70.97,49.84
Karnataka,Hassan,2020,80.77,70.6,72.88,46.33
Karnataka,Hassan,2021,81.34,70.6,75.04,49.23
Karnataka,Hassan,2022,81.91,72.0,77.2,53.8
Karnataka,Hassan,2023,82.48,73.41,79.36,54.86
Karnataka,Hassan,2024,83.05,74.81,81.52,55.91
Karnataka,Hassan,2025,83.62,76.22,83.68,56.97
Karnataka,Hassan,2026,84.19,77.62,85.84,58.02
Karnataka,Chikkamagaluru,2010,78.56,56.5,59.79,37.77
Karnataka,Chikkamagaluru,2011,79.01,57.78,60.35,39.12
Karnataka,Chikkamagaluru,2012,79.46,59.06,60.92,40.46
Karnataka,Chikkamagaluru,2013,79.91,60.35,61.49,41.81
Karnataka,Chikkamagaluru,2014,80.36,61.63,63.26,43.16
Karnataka,Chikkamagaluru,2015,80.81,62.92,65.03,44.51
Karnataka,Chikkamagaluru,2016,81.38,64.2,66.79,45.85
Karnataka,Chikkamagaluru,2017,81.95,66.1,68.68,47.2
Karnataka,Chikkamagaluru,2018,82.52,68.0,70.56,48.52
Karnataka,Chikkamagaluru,2019,83.09,69.9,72.44,49.84
Karnataka,Chikkamagaluru,2020,83.66,71.8,74.32,46.33
Karnataka,Chikkamagaluru,2021,84.23,71.8,76.48,49.23
Karnataka,Chikkamagaluru,2022,84.8,73.17,78.64,53.8
Karnataka,Chikkamagaluru,2023,85.37,74.54,80.8,54.86
Karnataka,Chikkamagaluru,2024,85.94,75.9,82.96,55.91
Karnataka,Chikkamagaluru,2025,86.51,77.27,85.12,56.97
Karnataka,Chikkamagaluru,2026,87.08,78.64,87.28,58.02
Karnataka,Udupi,2010,85.96,65.82,66.58,41.57
Karnataka,Udupi,2011,86.24,67.32,67.05,42.92
Karnataka,Udupi,2012,86.52,68.82,67.53,44.26
Karnataka,Udupi,2013,86.8,70.31,68.0,45.61
Karnataka,Udupi,2014,87.08,71.81,69.67,46.96
Karnataka,Udupi,2015,87.36,73.3,71.34,48.31
Karnataka,Udupi,2016,87.76,74.8,73.01,49.65
Karnataka,Udupi,2017,88.16,76.7,74.78,51.0
Karnataka,Udupi,2018,88.56,78.6,76.55,52.32
Karnataka,Udupi,2019,88.96,80.5,78.31,53.64
Karnataka,Udupi,2020,89.36,82.4,80.08,50.13
Karnataka,Udupi,2021,89.76,82.4,82.24,53.03
Karnataka,Udupi,2022,90.16,83.77,84.4,57.6
Karnataka,Udupi,2023,90.56,85.14,86.56,58.66
Karnataka,Udupi,2024,90.96,86.5,88.72,59.71
Karnataka,Udupi,2025,91.36,87.87,90.88,60.77
Karnataka,Udupi,2026,91.76,89.24,93.04,61.82
Punjab,Amritsar,2010,79.24,59.14,59.79,37.06
Punjab,Amritsar,2011,79.69,60.48,60.35,38.36
Punjab,Amritsar,2012,80.14,61.82,60.92,39.67
Punjab,Amritsar,2013,80.59,63.17,61.49,40.97
Punjab,Amritsar,2014,81.04,64.51,63.26,42.28
Punjab,Amritsar,2015,81.49,65.86,65.03,43.59
Punjab,Amritsar,2016,82.06,67.2,66.79,44.89
Punjab,Amritsar,2017,82.63,69.1,68.68,46.2
Punjab,Amritsar,2018,83.2,71.0,70.56,47.4
Punjab,Amritsar,2019,83.77,72.9,72.44,48.6
Punjab,Amritsar,2020,84.34,74.8,74.32,45.12
Punjab,Amritsar,2021,84.91,74.8,76.48,47.86
Punjab,Amritsar,2022,85.48,76.17,78.64,52.2
Punjab,Amritsar,2023,86.05,77.54,80.8,53.16
Punjab,Amritsar,2024,86.62,78.9,82.96,54.12
Punjab,Amritsar,2025,87.19,80.27,85.12,55.08
Punjab,Amritsar,2026,87.76,81.64,87.28,56.04
Punjab,Ludhiana,2010,81.16,60.54,62.05,40.66
Punjab,Ludhiana,2011,81.61,61.92,62.59,41.96
Punjab,Ludhiana,2012,82.06,63.3,63.12,43.27
Punjab,Ludhiana,2013,82.51,64.67,63.66,44.57
Punjab,Ludhiana,2014,82.96,66.05,65.4,45.88
Punjab,Ludhiana,2015,83.41,67.42,67.13,47.19
Punjab,Ludhiana,2016,83.98,68.8,68.87,48.49
Punjab,Ludhiana,2017,84.55,70.7,70.71,49.8
Punjab,Ludhiana,2018,85.12,72.6,72.55,51.0
Punjab,Ludhiana,2019,85.69,74.5,74.4,52.2
Punjab,Ludhiana,2020,86.26,76.4,76.24,48.72
Punjab,Ludhiana,2021,86.83,76.4,78.4,51.46
Punjab,Ludhiana,2022,87.4,77.77,80.56,55.8
Punjab,Ludhiana,2023,87.97,79.14,82.72,56.76
Punjab,Ludhiana,2024,88.54,80.5,84.88,57.72
Punjab,Ludhiana,2025,89.11,81.87,87.04,58.68
Punjab,Ludhiana,2026,89.68,83.24,89.2,59.64
Punjab,Jalandhar,2010,82.24,61.07,61.2,37.66
Punjab,Jalandhar,2011,82.69,62.46,61.75,38.96
Punjab,Jalandhar,2012,83.14,63.85,62.3,40.27
Punjab,Jalandhar,2013,83.59,65.24,62.85,41.57
Punjab,Jalandhar,2014,84.04,66.62,64.59,42.88
Punjab,Jalandhar,2015,84.49,68.01,66.34,44.19
Punjab,Jalandhar,2016,85.06,69.4,68.09,45.49
Punjab,Jalandhar,2017,85.63,71.35,69.95,46.8
Punjab,Jalandhar,2018,86.2,73.3,71.8,48.0
Punjab,Jalandhar,2019,86.77,75.25,73.66,49.2
Punjab,Jalandhar,2020,87.34,77.2,75.52,45.72
Punjab,Jalandhar,2021,87.91,77.2,77.68,48.46
Punjab,Jalandhar,2022,88.48,78.6,79.84,52.8
Punjab,Jalandhar,2023,89.05,80.01,82.0,53.76
Punjab,Jalandhar,2024,89.62,81.41,84.16,54.72
Punjab,Jalandhar,2025,90.19,82.82,86.32,55.68
Punjab,Jalandhar,2026,90.76,84.22,88.48,56.64
Punjab,Patiala,2010,77.07,58.43,58.65,33.26
Punjab,Patiala,2011,77.52,59.76,59.24,34.56
Punjab,Patiala,2012,77.97,61.09,59.82,35.87
Punjab,Patiala,2013,78.42,62.42,60.4,37.17
Punjab,Patiala,2014,78.87,63.74,62.19,38.48
Punjab,Patiala,2015,79.32,65.07,63.97,39.79
Punjab,Patiala,2016,79.89,66.4,65.76,41.09
Punjab,Patiala,2017,80.46,68.3,67.66,42.4
Punjab,Patiala,2018,81.03,70.2,69.56,43.6
Punjab,Patiala,2019,81.6,72.1,71.46,44.8
Punjab,Patiala,2020,82.17,74.0,73.36,41.32
Punjab,Patiala,2021,82.74,74.0,75.52,44.06
Punjab,Patiala,2022,83.31,75.37,77.68,48.4
Punjab,Patiala,2023,83.88,76.74,79.84,49.36
Punjab,Patiala,2024,84.45,78.1,82.0,50.32
Punjab,Patiala,2025,85.02,79.47,84.16,51.28
Punjab,Patiala,2026,85.59,80.84,86.32,52.24
Punjab,Gurdaspur,2010,76.83,57.02,56.67,33.26
Punjab,Gurdaspur,2011,77.28,58.32,57.28,34.56
Punjab,Gurdaspur,2012,77.73,59.62,57.89,35.87
Punjab,Gurdaspur,2013,78.18,60.91,58.51,37.17
Punjab,Gurdaspur,2014,78.63,62.21,60.32,38.48
Punjab,Gurdaspur,2015,79.08,63.5,62.13,39.79
Punjab,Gurdaspur,2016,79.65,64.8,63.94,41.09
Punjab,Gurdaspur,2017,80.22,66.75,65.88,42.4
Punjab,Gurdaspur,2018,80.79,68.7,67.81,43.6
Punjab,Gurdaspur,2019,81.36,70.65,69.75,44.8
Punjab,Gurdaspur,2020,81.93,72.6,71.68,41.32
Punjab,Gurdaspur,2021,82.5,72.6,73.84,44.06
Punjab,Gurdaspur,2022,83.07,74.0,76.0,48.4
Punjab,Gurdaspur,2023,83.64,75.41,78.16,49.36
Punjab,Gurdaspur,2024,84.21,76.81,80.32,50.32
Punjab,Gurdaspur,2025,84.78,78.22,82.48,51.28
Punjab,Gurdaspur,2026,85.35,79.62,84.64,52.24
Punjab,Hoshiarpur,2010,83.27,59.66,59.79,33.26
Punjab,Hoshiarpur,2011,83.72,61.02,60.35,34.56
Punjab,Hoshiarpur,2012,84.17,62.38,60.92,35.87
Punjab,Hoshiarpur,2013,84.62,63.73,61.49,37.17
Punjab,Hoshiarpur,2014,85.07,65.09,63.26,38.48
Punjab,Hoshiarpur,2015,85.52,66.44,65.03,39.79
Punjab,Hoshiarpur,2016,86.09,67.8,66.79,41.09
Punjab,Hoshiarpur,2017,86.66,69.75,68.68,42.4
Punjab,Hoshiarpur,2018,87.23,71.7,70.56,43.6
Punjab,Hoshiarpur,2019,87.8,73.65,72.44,44.8
Punjab,Hoshiarpur,2020,88.37,75.6,74.32,41.32
Punjab,Hoshiarpur,2021,88.94,75.6,76.48,44.06
Punjab,Hoshiarpur,2022,89.51,77.0,78.64,48.4
Punjab,Hoshiarpur,2023,90.08,78.41,80.8,49.36
Punjab,Hoshiarpur,2024,90.65,79.81,82.96,50.32
Punjab,Hoshiarpur,2025,91.22,81.22,85.12,51.28
Punjab,Hoshiarpur,2026,91.79,82.62,87.28,52.24
Punjab,Bathinda,2010,65.28,51.39,47.04,33.26
Punjab,Bathinda,2011,65.86,52.56,47.79,34.56
Punjab,Bathinda,2012,66.44,53.73,48.54,35.87
Punjab,Bathinda,2013,67.02,54.9,49.29,37.17
Punjab,Bathinda,2014,67.6,56.06,51.23,38.48
Punjab,Bathinda,2015,68.18,57.23,53.18,39.79
Punjab,Bathinda,2016,68.88,58.4,55.13,41.09
Punjab,Bathinda,2017,69.58,60.25,57.23,42.4
Punjab,Bathinda,2018,70.28,62.1,59.32,43.6
Punjab,Bathinda,2019,70.98,63.95,61.42,44.8
Punjab,Bathinda,2020,71.68,65.8,63.52,41.32
Punjab,Bathinda,2021,72.38,65.8,65.68,44.06
Punjab,Bathinda,2022,73.08,67.13,67.84,48.4
Punjab,Bathinda,2023,73.78,68.46,70.0,49.36
Punjab,Bathinda,2024,74.48,69.8,72.16,50.32
Punjab,Bathinda,2025,75.18,71.13,74.32,51.28
Punjab,Bathinda,2026,75.88,72.46,76.48,52.24
Punjab,Mansa,2010,61.44,47.7,41.66,29.06
Punjab,Mansa,2011,62.12,48.78,42.48,30.36
Punjab,Mansa,2012,62.8,49.86,43.31,31.67
Punjab,Mansa,2013,63.48,50.95,44.13,32.97
Punjab,Mansa,2014,64.16,52.03,46.16,34.28
Punjab,Mansa,2015,64.84,53.12,48.18,35.59
Punjab,Mansa,2016,65.64,54.2,50.2,36.89
Punjab,Mansa,2017,66.44,56.25,52.39,38.2
Punjab,Mansa,2018,67.24,58.3,54.58,39.4
Punjab,Mansa,2019,68.04,60.35,56.77,40.6
Punjab,Mansa,2020,68.84,62.4,58.96,37.12
Punjab,Mansa,2021,69.64,62.4,61.12,39.86
Punjab,Mansa,2022,70.44,63.88,63.28,44.2
Punjab,Mansa,2023,71.24,65.35,65.44,45.16
Punjab,Mansa,2024,72.04,66.83,67.6,46.12
Punjab,Mansa,2025,72.84,68.3,69.76,47.08
Punjab,Mansa,2026,73.64,69.78,71.92,48.04
Punjab,Ferozepur,2010,66.51,51.74,45.34,33.26
Punjab,Ferozepur,2011,67.09,52.92,46.11,34.56
Punjab,Ferozepur,2012,67.67,54.1,46.89,35.87
Punjab,Ferozepur,2013,68.25,55.27,47.66,37.17
Punjab,Ferozepur,2014,68.83,56.45,49.63,38.48
Punjab,Ferozepur,2015,69.41,57.62,51.6,39.79
Punjab,Ferozepur,2016,70.11,58.8,53.57,41.09
Punjab,Ferozepur,2017,70.81,60.7,55.7,42.4
Punjab,Ferozepur,2018,71.51,62.6,57.83,43.6
Punjab,Ferozepur,2019,72.21,64.5,59.95,44.8
Punjab,Ferozepur,2020,72.91,66.4,62.08,41.32
Punjab,Ferozepur,2021,73.61,66.4,64.24,44.06
Punjab,Ferozepur,2022,74.31,67.77,66.4,48.4
Punjab,Ferozepur,2023,75.01,69.14,68.56,49.36
Punjab,Ferozepur,2024,75.71,70.5,70.72,50.32
Punjab,Ferozepur,2025,76.41,71.87,72.88,51.28
Punjab,Ferozepur,2026,77.11,73.24,75.04,52.24
Punjab,Muktsar,2010,64.64,49.63,43.64,33.26
Punjab,Muktsar,2011,65.22,50.76,44.44,34.56
Punjab,Muktsar,2012,65.8,51.89,45.24,35.87
Punjab,Muktsar,2013,66.38,53.02,46.03,37.17
Punjab,Muktsar,2014,66.96,54.14,48.03,38.48
Punjab,Muktsar,2015,67.54,55.27,50.02,39.79
Punjab,Muktsar,2016,68.24,56.4,52.02,41.09
Punjab,Muktsar,2017,68.94,58.35,54.17,42.4
Punjab,Muktsar,2018,69.64,60.3,56.33,43.6
Punjab,Muktsar,2019,70.34,62.25,58.48,44.8
Punjab,Muktsar,2020,71.04,64.2,60.64,41.32
Punjab,Muktsar,2021,71.74,64.2,62.8,44.06
Punjab,Muktsar,2022,72.44,65.6,64.96,48.4
Punjab,Muktsar,2023,73.14,67.01,67.12,49.36
Punjab,Muktsar,2024,73.84,68.41,69.28,50.32
Punjab,Muktsar,2025,74.54,69.82,71.44,51.28
Punjab,Muktsar,2026,75.24,71.22,73.6,52.24
Punjab,Faridkot,2010,68.26,52.98,48.46,33.26
Punjab,Faridkot,2011,68.84,54.18,49.19,34.56
Punjab,Faridkot,2012,69.42,55.38,49.91,35.87
Punjab,Faridkot,2013,70.0,56.59,50.64,37.17
Punjab,Faridkot,2014,70.58,57.79,52.57,38.48
Punjab,Faridkot,2015,71.16,59.0,54.5,39.79
Punjab,Faridkot,2016,71.86,60.2,56.43,41.09
Punjab,Faridkot,2017,72.56,62.25,58.5,42.4
Punjab,Faridkot,2018,73.26,64.3,60.57,43.6
Punjab,Faridkot,2019,73.96,66.35,62.65,44.8
Punjab,Faridkot,2020,74.66,68.4,64.72,41.32
Punjab,Faridkot,2021,75.36,68.4,66.88,44.06
Punjab,Faridkot,2022,76.06,69.88,69.04,48.4
Punjab,Faridkot,2023,76.76,71.35,71.2,49.36
Punjab,Faridkot,2024,77.46,72.83,73.36,50.32
Punjab,Faridkot,2025,78.16,74.3,75.52,51.28
Punjab,Faridkot,2026,78.86,75.78,77.68,52.24
Punjab,Kapurthala,2010,77.93,57.02,56.39,33.26
Punjab,Kapurthala,2011,78.38,58.32,57.0,34.56
Punjab,Kapurthala,2012,78.83,59.62,57.62,35.87
Punjab,Kapurthala,2013,79.28,60.91,58.24,37.17
Punjab,Kapurthala,2014,79.73,62.21,60.05,38.48
Punjab,Kapurthala,2015,80.18,63.5,61.87,39.79
