State,District,Year,Education_Literacy_Index,Healthcare_Access_Index,Food_Security_Index,Employment_Income_Index
Karnataka,KA_District_8,2020,65.27,58.09,61.37,64.34
Karnataka,KA_District_8,2021,66.77,58.15,61.97,64.63
Karnataka,KA_District_8,2022,66.96,59.38,65.13,65.43
Karnataka,KA_District_8,2023,70.6,60.14,64.43,67.65
Karnataka,KA_District_9,2018,50.09,47.29,74.59,59.19
Karnataka,KA_District_9,2019,51.87,48.57,75.82,60.55
Karnataka,KA_District_9,2020,52.42,49.22,77.18,62.23
Karnataka,KA_District_9,2021,54.95,51.61,77.19,62.01
Karnataka,KA_District_9,2022,53.68,52.06,78.82,66.36
Karnataka,KA_District_9,2023,54.31,52.05,79.0,67.29
Karnataka,KA_District_10,2018,67.6,49.88,70.75,54.07
Karnataka,KA_District_10,2019,68.82,51.28,71.9,55.03
Karnataka,KA_District_10,2020,70.66,52.92,73.71,57.16
Karnataka,KA_District_10,2021,71.33,52.9,75.47,57.72
Karnataka,KA_District_10,2022,70.86,55.32,73.74,58.4
Karnataka,KA_District_10,2023,75.37,55.01,74.31,60.31
Karnataka,KA_District_11,2018,58.61,59.82,52.26,41.1
Karnataka,KA_District_11,2019,59.91,61.04,52.97,42.48
Karnataka,KA_District_11,2020,61.13,62.35,54.66,42.9
Karnataka,KA_District_11,2021,63.71,64.44,54.33,44.24
Karnataka,KA_District_11,2022,64.33,65.71,56.17,46.61
Karnataka,KA_District_11,2023,66.01,65.25,56.55,45.18
Karnataka,KA_District_12,2018,59.25,49.49,64.54,50.26
Karnataka,KA_District_12,2019,60.17,50.31,65.96,51.78
Karnataka,KA_District_12,2020,62.58,52.76,66.99,52.84
Karnataka,KA_District_12,2021,62.69,53.03,68.45,55.46
Karnataka,KA_District_12,2022,63.02,54.25,67.65,55.35
Karnataka,KA_District_12,2023,66.76,55.64,71.39,58.53
Karnataka,KA_District_13,2018,65.16,49.47,57.95,60.91
Karnataka,KA_District_13,2019,66.51,51.1,59.01,62.32
Karnataka,KA_District_13,2020,67.24,53.0,61.06,62.86
Karnataka,KA_District_13,2021,67.92,52.82,62.14,63.87
Karnataka,KA_District_13,2022,70.19,54.05,61.4,64.61
Karnataka,KA_District_13,2023,72.6,57.47,61.72,67.66
Karnataka,KA_District_14,2018,73.38,57.5,52.67,41.89
Karnataka,KA_District_14,2019,74.9,59.02,54.23,43.06
Karnataka,KA_District_14,2020,74.99,61.02,55.52,43.72
Karnataka,KA_District_14,2021,76.21,62.39,57.23,44.53
Karnataka,KA_District_14,2022,80.13,64.4,57.55,45.68
Karnataka,KA_District_14,2023,80.66,61.54,57.17,46.76
Karnataka,KA_District_15,2018,52.47,58.28,65.28,41.63
Karnataka,KA_District_15,2019,53.51,59.08,66.44,43.4
Karnataka,KA_District_15,2020,54.94,61.14,67.95,43.39
Karnataka,KA_District_15,2021,55.76,63.24,67.57,46.12
Karnataka,KA_District_15,2022,59.45,63.93,70.61,47.41
Karnataka,KA_District_15,2023,58.8,63.93,69.54,50.34
Karnataka,KA_District_16,2018,51.36,47.4,58.45,43.98
Karnataka,KA_District_16,2019,52.31,48.27,59.43,44.79
Karnataka,KA_District_16,2020,53.38,49.16,60.87,47.24
Karnataka,KA_District_16,2021,55.94,52.11,60.84,47.31
Karnataka,KA_District_16,2022,58.05,52.03,62.53,47.28
Karnataka,KA_District_16,2023,59.77,54.42,64.25,51.63
Karnataka,KA_District_17,2018,54.12,46.36,61.41,53.68
Karnataka,KA_District_17,2019,55.38,47.55,62.32,55.19
Karnataka,KA_District_17,2020,56.53,49.76,62.85,56.18
Karnataka,KA_District_17,2021,57.71,51.01,64.03,58.67
Karnataka,KA_District_17,2022,58.0,52.51,64.79,57.77
Karnataka,KA_District_17,2023,60.99,54.62,67.0,62.17
Karnataka,KA_District_18,2018,51.59,54.43,72.81,52.66
Karnataka,KA_District_18,2019,52.92,56.06,73.61,54.35
Karnataka,KA_District_18,2020,55.04,56.76,75.83,56.06
Karnataka,KA_District_18,2021,55.35,59.36,75.34,57.14
Karnataka,KA_District_18,2022,55.75,60.91,75.54,56.94
Karnataka,KA_District_18,2023,57.1,59.98,80.63,60.81
Karnataka,KA_District_19,2018,51.51,59.93,58.18,61.95
Karnataka,KA_District_19,2019,52.69,61.1,59.44,62.83
Karnataka,KA_District_19,2020,54.84,63.39,61.21,64.59
Karnataka,KA_District_19,2021,56.87,63.69,60.14,64.46
Karnataka,KA_District_19,2022,57.02,65.11,62.91,67.82
Karnataka,KA_District_19,2023,56.6,64.85,61.37,67.94
Karnataka,KA_District_20,2018,64.47,45.58,66.86,51.31
Karnataka,KA_District_20,2019,66.19,46.58,67.66,52.28
Karnataka,KA_District_20,2020,67.46,47.37,69.43,54.54
Karnataka,KA_District_20,2021,68.66,50.94,70.97,54.46
Karnataka,KA_District_20,2022,71.29,51.79,69.73,54.53
Karnataka,KA_District_20,2023,68.93,51.61,72.27,57.22
West Bengal,WB_District_1,2018,74.34,52.19,61.5,40.12
West Bengal,WB_District_1,2019,75.22,53.09,62.83,41.49
West Bengal,WB_District_1,2020,76.82,55.15,63.68,42.24
West Bengal,WB_District_1,2021,79.46,56.43,64.27,45.3
West Bengal,WB_District_1,2022,78.68,55.98,64.31,45.75
West Bengal,WB_District_1,2023,81.21,56.9,64.56,44.61
West Bengal,WB_District_2,2018,52.21,50.98,67.82,54.59
West Bengal,WB_District_2,2019,53.68,51.81,69.16,56.0
West Bengal,WB_District_2,2020,53.82,54.4,69.96,57.27
West Bengal,WB_District_2,2021,56.84,55.44,70.19,58.45
West Bengal,WB_District_2,2022,56.17,55.43,70.58,59.07
West Bengal,WB_District_2,2023,57.06,58.0,75.6,62.21
West Bengal,WB_District_3,2018,74.31,52.98,71.34,49.72
West Bengal,WB_District_3,2019,75.66,54.35,72.8,50.97
West Bengal,WB_District_3,2020,77.38,55.04,72.73,51.72
West Bengal,WB_District_3,2021,76.8,57.33,74.56,53.91
West Bengal,WB_District_3,2022,78.68,56.53,74.6,56.19
West Bengal,WB_District_3,2023,79.23,61.94,75.92,58.45
West Bengal,WB_District_4,2018,67.06,46.05,51.35,50.93
West Bengal,WB_District_4,2019,68.22,46.94,52.05,52.51
West Bengal,WB_District_4,2020,69.99,49.37,53.36,53.14
West Bengal,WB_District_4,2021,69.48,50.59,53.4,55.8
West Bengal,WB_District_4,2022,71.96,49.97,56.7,55.1
West Bengal,WB_District_4,2023,73.69,53.08,55.23,59.02
West Bengal,WB_District_5,2018,51.98,67.34,62.16,61.44
West Bengal,WB_District_5,2019,53.71,68.61,63.05,62.89
West Bengal,WB_District_5,2020,53.97,70.86,64.58,63.9
West Bengal,WB_District_5,2021,55.01,71.43,66.95,65.81
West Bengal,WB_District_5,2022,56.83,73.0,67.09,66.84
West Bengal,WB_District_5,2023,59.78,74.76,65.51,65.51
West Bengal,WB_District_6,2018,51.98,48.31,61.8,53.62
West Bengal,WB_District_6,2019,53.19,49.33,63.25,54.84
West Bengal,WB_District_6,2020,53.73,51.9,63.3,55.5
West Bengal,WB_District_6,2021,55.95,52.37,66.57,56.29
West Bengal,WB_District_6,2022,57.63,54.0,64.87,60.19
West Bengal,WB_District_6,2023,58.15,53.01,66.77,62.56
West Bengal,WB_District_7,2018,70.24,61.19,62.08,57.51
West Bengal,WB_District_7,2019,71.88,62.82,63.62,59.16
West Bengal,WB_District_7,2020,73.35,63.44,65.07,59.16
West Bengal,WB_District_7,2021,74.76,64.61,65.98,60.05
West Bengal,WB_District_7,2022,76.54,64.84,65.32,63.2
West Bengal,WB_District_7,2023,75.74,69.47,66.99,63.2
West Bengal,WB_District_8,2018,59.69,63.24,66.4,53.77
West Bengal,WB_District_8,2019,60.62,65.04,67.47,54.83
West Bengal,WB_District_8,2020,62.31,65.78,68.9,56.57
West Bengal,WB_District_8,2021,63.99,68.4,70.1,57.12
West Bengal,WB_District_8,2022,63.98,66.97,71.89,58.91
West Bengal,WB_District_8,2023,65.92,71.48,72.42,59.63
West Bengal,WB_District_9,2018,51.95,60.97,53.6,58.91
West Bengal,WB_District_9,2019,53.72,62.04,54.93,60.35
West Bengal,WB_District_9,2020,54.12,63.87,55.03,62.24
West Bengal,WB_District_9,2021,55.21,65.75,55.41,61.93
West Bengal,WB_District_9,2022,57.23,67.59,56.13,64.28
West Bengal,WB_District_9,2023,56.61,68.8,57.97,66.38
West Bengal,WB_District_10,2018,73.29,59.96,60.94,47.61
West Bengal,WB_District_10,2019,74.71,60.77,61.75,48.79
West Bengal,WB_District_10,2020,76.12,62.73,62.78,50.34
West Bengal,WB_District_10,2021,77.3,63.49,64.62,50.34
West Bengal,WB_District_10,2022,76.75,63.65,67.24,53.3
West Bengal,WB_District_10,2023,80.65,65.3,65.91,53.79
West Bengal,WB_District_11,2018,70.42,58.5,55.03,51.45
West Bengal,WB_District_11,2019,71.66,60.03,55.85,52.77
West Bengal,WB_District_11,2020,72.72,60.85,56.36,54.99
West Bengal,WB_District_11,2021,73.59,62.78,57.03,55.58
West Bengal,WB_District_11,2022,74.01,61.8,59.16,54.74
West Bengal,WB_District_11,2023,78.75,64.66,60.55,56.85
West Bengal,WB_District_12,2018,71.25,51.09,68.21,45.2
West Bengal,WB_District_12,2019,72.64,52.26,69.6,46.06
West Bengal,WB_District_12,2020,73.82,54.01,69.78,48.56
West Bengal,WB_District_12,2021,75.11,55.56,72.93,49.59
West Bengal,WB_District_12,2022,77.21,55.31,70.72,49.33
West Bengal,WB_District_12,2023,76.56,58.43,76.21,53.37
West Bengal,WB_District_13,2018,67.61,69.44,60.93,54.24
West Bengal,WB_District_13,2019,68.53,70.43,61.95,55.22
West Bengal,WB_District_13,2020,70.6,71.22,63.26,57.12
West Bengal,WB_District_13,2021,71.52,73.42,64.96,58.97
West Bengal,WB_District_13,2022,73.86,75.58,63.42,58.71
West Bengal,WB_District_13,2023,75.02,75.21,65.81,58.66
West Bengal,WB_District_14,2018,71.67,60.72,74.53,60.54
West Bengal,WB_District_14,2019,73.32,62.03,75.56,61.67
West Bengal,WB_District_14,2020,73.97,64.22,76.61,63.17
West Bengal,WB_District_14,2021,76.17,63.75,76.34,64.45
West Bengal,WB_District_14,2022,78.44,66.29,78.33,63.87
West Bengal,WB_District_14,2023,79.34,68.63,81.96,69.15
West Bengal,WB_District_15,2018,60.26,68.87,63.16,56.79
West Bengal,WB_District_15,2019,61.98,70.08,64.26,57.83
West Bengal,WB_District_15,2020,63.39,72.41,64.71,60.05
West Bengal,WB_District_15,2021,63.8,72.47,67.15,61.79
West Bengal,WB_District_15,2022,64.52,74.16,68.56,60.91
West Bengal,WB_District_15,2023,68.41,74.19,67.94,64.02
West Bengal,WB_District_16,2018,63.37,69.27,62.82,40.71
West Bengal,WB_District_16,2019,64.22,70.4,63.64,42.45
West Bengal,WB_District_16,2020,65.5,71.14,64.09,43.56
West Bengal,WB_District_16,2021,67.69,73.34,65.15,44.88
West Bengal,WB_District_16,2022,69.83,72.59,69.15,45.89
West Bengal,WB_District_16,2023,69.57,76.73,67.66,47.21
West Bengal,WB_District_17,2018,57.88,55.12,55.07,46.53
West Bengal,WB_District_17,2019,59.36,55.98,56.65,47.72
West Bengal,WB_District_17,2020,61.28,58.06,57.16,48.31
West Bengal,WB_District_17,2021,61.08,59.36,58.58,50.81
West Bengal,WB_District_17,2022,63.65,59.38,59.23,50.14
West Bengal,WB_District_17,2023,62.34,61.09,60.5,52.3
West Bengal,WB_District_18,2018,51.57,53.5,73.82,59.42
West Bengal,WB_District_18,2019,53.08,54.33,75.02,60.88
West Bengal,WB_District_18,2020,53.48,56.51,76.39,62.29
West Bengal,WB_District_18,2021,56.68,57.52,76.76,64.62
West Bengal,WB_District_18,2022,56.8,58.19,78.96,64.82
West Bengal,WB_District_18,2023,59.46,60.14,81.82,65.16
West Bengal,WB_District_19,2018,74.51,66.52,71.78,44.23
West Bengal,WB_District_19,2019,75.66,67.94,73.3,45.12
West Bengal,WB_District_19,2020,76.67,69.24,73.29,46.38
West Bengal,WB_District_19,2021,77.19,69.4,76.26,48.38
West Bengal,WB_District_19,2022,80.22,72.83,74.71,49.81
West Bengal,WB_District_19,2023,80.07,72.74,79.2,52.95
West Bengal,WB_District_20,2018,55.5,55.39,72.03,55.31
West Bengal,WB_District_20,2019,57.25,56.3,73.61,56.99
West Bengal,WB_District_20,2020,59.07,57.42,74.5,57.0
West Bengal,WB_District_20,2021,58.56,58.68,73.98,60.32
West Bengal,WB_District_20,2022,60.73,59.14,75.14,62.24
West Bengal,WB_District_20,2023,62.72,59.72,78.84,63.77
Gujarat,GJ_District_1,2018,52.01,55.85,54.66,48.65
Gujarat,GJ_District_1,2019,53.75,56.98,55.39,49.47
Gujarat,GJ_District_1,2020,55.22,58.44,56.82,51.49
Gujarat,GJ_District_1,2021,55.24,60.62,59.08,52.78
Gujarat,GJ_District_1,2022,55.81,59.88,61.0,55.01
Gujarat,GJ_District_1,2023,57.04,63.5,58.55,57.32
Gujarat,GJ_District_2,2018,55.54,54.92,54.46,40.13
Gujarat,GJ_District_2,2019,56.6,56.27,55.32,40.99
Gujarat,GJ_District_2,2020,58.58,57.16,57.15,42.5
Gujarat,GJ_District_2,2021,60.38,58.86,57.24,43.1
Gujarat,GJ_District_2,2022,62.22,61.58,58.25,47.03
Gujarat,GJ_District_2,2023,61.89,62.29,58.51,46.15
Gujarat,GJ_District_3,2018,57.26,46.51,53.48,60.66
Gujarat,GJ_District_3,2019,58.57,48.03,54.57,61.56
Gujarat,GJ_District_3,2020,60.02,48.72,56.42,63.82
Gujarat,GJ_District_3,2021,62.56,50.16,58.09,65.67
Gujarat,GJ_District_3,2022,62.39,51.34,58.16,66.69
Gujarat,GJ_District_3,2023,62.46,51.96,60.66,65.67
Gujarat,GJ_District_4,2018,53.34,54.89,72.24,51.74
Gujarat,GJ_District_4,2019,54.41,56.19,73.72,53.49
Gujarat,GJ_District_4,2020,56.14,57.41,75.29,53.84
Gujarat,GJ_District_4,2021,57.35,60.07,74.22,56.37
Gujarat,GJ_District_4,2022,56.76,61.47,75.0,55.26
Gujarat,GJ_District_4,2023,59.36,61.11,77.63,59.24
Gujarat,GJ_District_5,2018,56.5,60.56,65.58,43.53
Gujarat,GJ_District_5,2019,57.79,61.94,66.41,44.96
Gujarat,GJ_District_5,2020,58.31,63.55,67.54,45.38
Gujarat,GJ_District_5,2021,61.03,63.49,68.01,48.74
Gujarat,GJ_District_5,2022,62.0,64.57,71.34,48.59
Gujarat,GJ_District_5,2023,64.69,69.49,72.74,50.81
Gujarat,GJ_District_6,2018,67.97,49.52,62.35,60.5
Gujarat,GJ_District_6,2019,68.99,50.78,63.67,61.79
Gujarat,GJ_District_6,2020,70.48,52.46,64.97,62.75
Gujarat,GJ_District_6,2021,70.69,54.09,65.64,65.5
Gujarat,GJ_District_6,2022,71.25,56.18,65.5,64.72
Gujarat,GJ_District_6,2023,73.28,56.65,69.78,65.46
Gujarat,GJ_District_7,2018,57.02,57.71,61.16,46.51
Gujarat,GJ_District_7,2019,57.9,58.98,62.19,48.01
Gujarat,GJ_District_7,2020,58.75,60.81,62.6,49.13
Gujarat,GJ_District_7,2021,62.02,62.93,65.27,49.6
Gujarat,GJ_District_7,2022,63.65,64.36,64.51,51.87
Gujarat,GJ_District_7,2023,62.93,64.47,66.62,54.86
Gujarat,GJ_District_8,2018,72.63,49.72,63.47,64.96
Gujarat,GJ_District_8,2019,74.19,50.79,65.05,66.26
Gujarat,GJ_District_8,2020,76.08,51.71,65.81,67.51
Gujarat,GJ_District_8,2021,75.3,54.25,65.77,67.74
Gujarat,GJ_District_8,2022,77.0,56.86,67.47,70.29
Gujarat,GJ_District_8,2023,80.59,56.4,70.82,72.17
Gujarat,GJ_District_9,2018,65.01,53.89,68.89,44.24
Gujarat,GJ_District_9,2019,66.32,55.3,70.27,45.21
Gujarat,GJ_District_9,2020,68.21,55.56,71.88,47.44
Gujarat,GJ_District_9,2021,68.59,57.94,71.04,48.29
Gujarat,GJ_District_9,2022,70.89,57.56,71.57,49.78
Gujarat,GJ_District_9,2023,71.7,58.76,76.35,51.46
Gujarat,GJ_District_10,2018,69.07,64.2,74.65,51.87
Gujarat,GJ_District_10,2019,70.87,65.64,75.38,52.94
Gujarat,GJ_District_10,2020,71.52,66.46,76.82,55.26
Gujarat,GJ_District_10,2021,73.09,67.48,79.42,55.63
Gujarat,GJ_District_10,2022,74.01,69.85,77.19,57.92
Gujarat,GJ_District_10,2023,74.79,69.0,78.8,57.47
Gujarat,GJ_District_11,2018,67.85,48.24,53.86,46.28
Gujarat,GJ_District_11,2019,69.32,49.91,54.94,47.16
Gujarat,GJ_District_11,2020,71.12,50.35,56.92,48.76
Gujarat,GJ_District_11,2021,72.81,51.38,56.22,51.56
Gujarat,GJ_District_11,2022,71.78,54.39,59.65,52.4
Gujarat,GJ_District_11,2023,72.66,53.1,59.35,54.08
Gujarat,GJ_District_12,2018,74.05,53.03,51.11,63.79
Gujarat,GJ_District_12,2019,74.92,54.11,52.44,65.23
Gujarat,GJ_District_12,2020,76.59,55.53,52.36,66.2
Gujarat,GJ_District_12,2021,76.54,57.55,53.1,68.63
Gujarat,GJ_District_12,2022,78.84,57.25,56.81,70.95
Gujarat,GJ_District_12,2023,79.74,57.43,56.46,70.48
Gujarat,GJ_District_13,2018,62.18,58.91,59.17,60.39
Gujarat,GJ_District_13,2019,63.71,60.28,60.59,61.74
Gujarat,GJ_District_13,2020,64.17,62.21,61.57,62.11
Gujarat,GJ_District_13,2021,67.31,63.68,62.14,64.89
Gujarat,GJ_District_13,2022,69.25,65.94,63.91,66.64
Gujarat,GJ_District_13,2023,71.01,67.68,65.11,66.05
Gujarat,GJ_District_14,2018,59.31,49.14,65.08,64.94
Gujarat,GJ_District_14,2019,60.43,50.2,66.56,66.73
Gujarat,GJ_District_14,2020,62.44,50.75,67.56,66.65
Gujarat,GJ_District_14,2021,62.42,51.61,67.03,68.69
Gujarat,GJ_District_14,2022,62.81,53.59,67.74,70.88
Gujarat,GJ_District_14,2023,65.1,57.62,72.79,71.61
Gujarat,GJ_District_15,2018,72.22,46.39,71.12,51.9
Gujarat,GJ_District_15,2019,73.93,48.18,72.21,53.03
Gujarat,GJ_District_15,2020,73.97,49.62,73.4,54.72
Gujarat,GJ_District_15,2021,75.86,49.46,75.04,55.81
Gujarat,GJ_District_15,2022,75.7,51.72,75.2,58.02
Gujarat,GJ_District_15,2023,79.03,53.41,74.88,56.19
Gujarat,GJ_District_16,2018,74.68,57.29,71.84,55.09
Gujarat,GJ_District_16,2019,75.97,58.26,73.17,56.46
Gujarat,GJ_District_16,2020,76.95,59.19,74.0,58.26
Gujarat,GJ_District_16,2021,79.59,60.57,76.6,58.0
Gujarat,GJ_District_16,2022,78.43,64.16,78.21,59.8
Gujarat,GJ_District_16,2023,80.06,62.49,75.98,60.15
Gujarat,GJ_District_17,2018,71.68,65.64,60.87,53.76
Gujarat,GJ_District_17,2019,72.81,66.9,62.09,55.0
Gujarat,GJ_District_17,2020,73.53,67.34,62.15,55.73
Gujarat,GJ_District_17,2021,75.3,70.81,64.92,57.1
Gujarat,GJ_District_17,2022,78.81,70.99,63.36,57.22
Gujarat,GJ_District_17,2023,78.11,73.85,64.93,60.96
Gujarat,GJ_District_18,2018,68.56,49.05,60.76,46.57
Gujarat,GJ_District_18,2019,69.44,50.45,61.66,47.51
Gujarat,GJ_District_18,2020,71.37,52.34,63.61,48.95
Gujarat,GJ_District_18,2021,72.57,51.97,62.83,51.58
Gujarat,GJ_District_18,2022,72.81,53.78,64.09,51.0
Gujarat,GJ_District_18,2023,76.97,55.02,68.58,53.97
Gujarat,GJ_District_19,2018,67.69,69.69,50.69,43.88
Gujarat,GJ_District_19,2019,68.89,71.47,51.45,45.67
Gujarat,GJ_District_19,2020,69.8,72.6,53.65,46.0
Gujarat,GJ_District_19,2021,71.54,73.32,55.13,48.07
Gujarat,GJ_District_19,2022,72.01,74.15,54.81,47.23
Gujarat,GJ_District_19,2023,73.21,75.96,56.75,49.49
Gujarat,GJ_District_20,2018,69.58,46.83,74.64,52.0
Gujarat,GJ_District_20,2019,71.2,47.67,75.79,53.62
Gujarat,GJ_District_20,2020,72.93,50.19,76.13,54.51
Gujarat,GJ_District_20,2021,73.87,50.88,78.21,54.73
Gujarat,GJ_District_20,2022,73.95,50.05,80.06,57.5
Gujarat,GJ_District_20,2023,75.1,53.02,80.87,58.62
Rajasthan,RJ_District_1,2018,59.59,48.05,71.25,51.83
Rajasthan,RJ_District_1,2019,60.86,49.85,72.15,52.95
Rajasthan,RJ_District_1,2020,62.25,50.58,73.14,53.98
Rajasthan,RJ_District_1,2021,64.62,51.01,73.56,54.67
Rajasthan,RJ_District_1,2022,63.42,52.73,76.52,58.93
Rajasthan,RJ_District_1,2023,66.87,54.23,77.42,57.01
Rajasthan,RJ_District_2,2018,60.11,49.11,63.72,41.21
Rajasthan,RJ_District_2,2019,60.93,50.71,65.14,42.8
Rajasthan,RJ_District_2,2020,61.9,50.81,65.51,44.29
Rajasthan,RJ_District_2,2021,62.88,52.02,66.39,46.41
Rajasthan,RJ_District_2,2022,67.16,54.92,66.95,45.09
Rajasthan,RJ_District_2,2023,65.42,57.21,68.26,45.81
Rajasthan,RJ_District_3,2018,52.79,50.6,63.0,52.35
Rajasthan,RJ_District_3,2019,54.44,52.1,64.48,53.71
Rajasthan,RJ_District_3,2020,55.94,53.18,64.57,55.27
Rajasthan,RJ_District_3,2021,55.78,54.21,66.83,56.26
Rajasthan,RJ_District_3,2022,59.6,55.11,69.08,56.24
Rajasthan,RJ_District_3,2023,57.49,54.82,70.54,61.09
Rajasthan,RJ_District_4,2018,50.36,67.81,63.31,53.71
Rajasthan,RJ_District_4,2019,51.64,68.95,64.05,54.99
Rajasthan,RJ_District_4,2020,53.31,71.07,66.29,55.34
Rajasthan,RJ_District_4,2021,53.1,71.46,65.63,58.2
Rajasthan,RJ_District_4,2022,56.22,72.96,68.17,57.37
Rajasthan,RJ_District_4,2023,58.59,76.11,67.03,61.68
Rajasthan,RJ_District_5,2018,66.11,57.95,66.52,45.27
Rajasthan,RJ_District_5,2019,67.29,59.1,67.82,46.15
Rajasthan,RJ_District_5,2020,67.98,60.64,68.66,48.0
Rajasthan,RJ_District_5,2021,70.57,61.21,69.46,50.44
Rajasthan,RJ_District_5,2022,72.53,63.93,71.32,50.25
Rajasthan,RJ_District_5,2023,71.25,64.21,71.9,50.89
Rajasthan,RJ_District_6,2018,61.56,64.54,55.08,57.08
Rajasthan,RJ_District_6,2019,63.15,65.82,56.24,58.48
Rajasthan,RJ_District_6,2020,63.83,66.29,57.55,59.42
Rajasthan,RJ_District_6,2021,64.95,69.09,57.87,60.82
Rajasthan,RJ_District_6,2022,68.0,71.51,60.3,60.88
Rajasthan,RJ_District_6,2023,69.38,73.04,58.18,65.52
Rajasthan,RJ_District_7,2018,50.37,58.3,54.57,62.22
Rajasthan,RJ_District_7,2019,52.07,59.96,55.24,63.62
Rajasthan,RJ_District_7,2020,53.85,61.06,57.73,64.21
Rajasthan,RJ_District_7,2021,52.83,62.26,56.6,65.15
Rajasthan,RJ_District_7,2022,55.25,64.85,57.59,66.2
Rajasthan,RJ_District_7,2023,58.37,66.21,58.81,69.11
Rajasthan,RJ_District_8,2018,53.44,45.04,73.82,52.5
Rajasthan,RJ_District_8,2019,54.62,46.31,75.34,53.69
Rajasthan,RJ_District_8,2020,55.63,47.46,75.45,54.14
Rajasthan,RJ_District_8,2021,57.01,49.08,76.36,55.63
Rajasthan,RJ_District_8,2022,57.37,51.09,76.88,56.33
Rajasthan,RJ_District_8,2023,57.81,49.14,78.48,58.67
Rajasthan,RJ_District_9,2018,69.88,68.18,58.96,43.96
Rajasthan,RJ_District_9,2019,70.84,69.53,60.21,45.41
Rajasthan,RJ_District_9,2020,71.71,70.14,62.13,47.46
Rajasthan,RJ_District_9,2021,74.33,72.84,62.14,47.27
Rajasthan,RJ_District_9,2022,73.56,73.85,63.24,49.43
Rajasthan,RJ_District_9,2023,78.04,74.15,66.01,50.64
Rajasthan,RJ_District_10,2018,54.95,54.7,73.22,58.37
Rajasthan,RJ_District_10,2019,56.71,55.98,73.98,59.85
Rajasthan,RJ_District_10,2020,58.3,57.32,75.01,60.3
Rajasthan,RJ_District_10,2021,58.45,58.81,76.28,63.37
Rajasthan,RJ_District_10,2022,60.98,58.88,76.9,64.67
Rajasthan,RJ_District_10,2023,61.51,63.19,78.92,66.28
Rajasthan,RJ_District_11,2018,65.83,53.76,71.92,50.99
Rajasthan,RJ_District_11,2019,67.33,54.79,73.44,51.8
Rajasthan,RJ_District_11,2020,69.4,57.3,74.03,53.31
Rajasthan,RJ_District_11,2021,70.06,58.47,75.61,56.0
Rajasthan,RJ_District_11,2022,72.69,58.49,74.99,55.72
Rajasthan,RJ_District_11,2023,73.5,61.43,77.69,56.11
Rajasthan,RJ_District_12,2018,59.74,69.37,68.21,56.28
Rajasthan,RJ_District_12,2019,61.33,70.63,69.62,57.48
Rajasthan,RJ_District_12,2020,61.42,71.92,69.92,59.47
Rajasthan,RJ_District_12,2021,62.93,73.57,72.52,58.94
Rajasthan,RJ_District_12,2022,66.59,73.75,71.72,61.13
Rajasthan,RJ_District_12,2023,63.81,77.17,74.72,61.08
Rajasthan,RJ_District_13,2018,70.74,47.57,64.85,55.15
Rajasthan,RJ_District_13,2019,72.02,49.11,66.23,56.11
Rajasthan,RJ_District_13,2020,73.73,49.96,67.39,57.0
Rajasthan,RJ_District_13,2021,75.02,51.14,67.99,59.92
Rajasthan,RJ_District_13,2022,76.95,51.2,70.76,58.61
Rajasthan,RJ_District_13,2023,75.52,56.42,67.98,63.81
Rajasthan,RJ_District_14,2018,56.76,65.22,74.61,45.68
Rajasthan,RJ_District_14,2019,58.24,66.66,75.26,47.19
Rajasthan,RJ_District_14,2020,59.74,67.92,77.39,48.22
Rajasthan,RJ_District_14,2021,60.73,69.2,78.24,49.43
Rajasthan,RJ_District_14,2022,61.94,68.92,80.07,51.62
Rajasthan,RJ_District_14,2023,62.82,71.59,78.81,53.26
Rajasthan,RJ_District_15,2018,65.09,46.11,72.22,46.8
Rajasthan,RJ_District_15,2019,66.1,47.02,73.29,48.41
Rajasthan,RJ_District_15,2020,67.7,49.43,73.79,50.05
Rajasthan,RJ_District_15,2021,68.69,49.9,76.48,51.57
Rajasthan,RJ_District_15,2022,69.65,50.0,76.2,52.33
Rajasthan,RJ_District_15,2023,73.55,53.2,75.22,55.55
Rajasthan,RJ_District_16,2018,52.36,58.95,67.81,48.95
Rajasthan,RJ_District_16,2019,53.82,60.42,69.3,50.59
Rajasthan,RJ_District_16,2020,54.76,61.61,70.08,51.15
Rajasthan,RJ_District_16,2021,55.97,61.46,72.22,52.78
Rajasthan,RJ_District_16,2022,59.2,66.07,71.61,54.59
Rajasthan,RJ_District_16,2023,59.58,64.6,75.06,55.85
Rajasthan,RJ_District_17,2018,73.24,66.17,59.33,56.93
Rajasthan,RJ_District_17,2019,74.47,67.73,60.88,57.95
Rajasthan,RJ_District_17,2020,75.23,69.06,60.8,60.5
Rajasthan,RJ_District_17,2021,76.57,69.42,62.74,59.89
Rajasthan,RJ_District_17,2022,76.57,72.11,65.17,61.07
Rajasthan,RJ_District_17,2023,78.5,75.09,62.68,65.87
Rajasthan,RJ_District_18,2018,57.54,51.23,55.01,49.45
Rajasthan,RJ_District_18,2019,58.74,52.25,55.95,50.91
Rajasthan,RJ_District_18,2020,59.64,54.15,56.41,51.77
Rajasthan,RJ_District_18,2021,60.01,55.0,58.8,52.87
Rajasthan,RJ_District_18,2022,62.92,56.09,57.86,55.78
Rajasthan,RJ_District_18,2023,63.32,57.74,59.28,57.18
Rajasthan,RJ_District_19,2018,56.39,48.53,74.27,43.43
